year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2021,6,DL,Delta Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",251,52,28.89,0,13.78,1,8.33,0,0,3061,2334,0,377,33,317
2021,6,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",206,12,5.51,1.95,1.63,1,1.9,0,0,352,169,55,50,33,45
2021,6,DL,Delta Air Lines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",111,5,4.51,0.49,0,0,0,0,0,275,246,29,0,0,0
2021,6,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",210,46,21.43,0.51,19.73,0,4.33,0,1,3037,2064,29,708,0,236
2021,6,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",442,74,28.49,2.38,32.84,0,10.29,0,0,4359,2253,206,1521,0,379
2021,6,DL,Delta Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",26,1,0,1,0,0,0,0,0,23,0,23,0,0,0
2021,6,DL,Delta Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",325,33,19.05,1,4.03,0,8.91,1,1,1369,770,92,98,0,409
2021,6,DL,Delta Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",162,15,5.6,1.32,4.16,0,3.92,0,0,607,180,25,202,0,200
2021,6,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",154,13,9.14,0,0.03,0,3.83,0,0,596,478,0,3,0,115
2021,6,DL,Delta Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",296,43,28.39,2,8.71,0,3.9,0,1,2133,1449,44,405,0,235
2021,6,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1715,307,110.93,8.9,112.93,0,74.24,0,8,27104,12545,2113,5617,0,6829
2021,6,DL,Delta Air Lines Inc.,JNU,"Juneau, AK: Juneau International",30,1,1,0,0,0,0,0,0,23,23,0,0,0,0
2021,6,DL,Delta Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",60,13,6.97,0,0.21,0,5.82,0,0,820,600,0,6,0,214
2021,6,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1126,143,65.73,8.17,44.58,0,24.51,0,2,7174,4004,450,1451,0,1269
2021,6,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2462,373,157.49,11.06,131.98,3.84,68.63,2,7,21878,12278,809,4637,242,3912
2021,6,DL,Delta Air Lines Inc.,LEX,"Lexington, KY: Blue Grass",22,5,1.03,0.93,2.07,0,0.97,0,0,616,101,227,63,0,225
2021,6,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1197,170,51.77,10.47,59.38,0,48.38,0,9,17793,6017,1773,6061,0,3942
2021,6,DL,Delta Air Lines Inc.,LGB,"Long Beach, CA: Long Beach Airport",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6,DL,Delta Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",51,11,7.19,0,1.76,0,2.05,0,0,879,635,0,50,0,194
2021,6,DL,Delta Air Lines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",164,27,17.2,1,2.2,0,6.6,0,0,1251,892,36,85,0,238
2021,6,DL,Delta Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",479,63,38.6,1,13.08,0,10.32,0,3,3890,2948,50,322,0,570
2021,6,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1530,308,115.36,7.26,136.61,1.48,47.29,0,11,16781,7134,286,5976,95,3290
2021,6,DL,Delta Air Lines Inc.,MDW,"Chicago, IL: Chicago Midway International",79,11,2.08,0.54,5.46,0,2.92,0,0,485,107,61,214,0,103
2021,6,DL,Delta Air Lines Inc.,MEM,"Memphis, TN: Memphis International",242,31,22.72,0,4.82,0,3.47,1,0,1045,697,0,196,0,152
2021,6,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",749,137,55.59,4.25,52.27,0.91,23.99,0,8,8144,4162,331,2050,78,1523
2021,6,DL,Delta Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",225,33,17.61,3.12,7.55,0,4.72,0,0,1852,1209,158,288,0,197
2021,6,DL,Delta Air Lines Inc.,MLB,"Melbourne, FL: Melbourne International",108,8,4,0.93,2,0,1.07,0,0,176,87,27,44,0,18
2021,6,DL,Delta Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",108,9,3.1,0,3.23,0,2.67,0,0,399,169,0,95,0,135
2021,6,DL,Delta Air Lines Inc.,MSO,"Missoula, MT: Missoula International",60,7,4,1,2,0,0,0,0,251,141,36,74,0,0
2021,6,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4181,422,174.66,19.2,122.46,2,103.67,1,16,28826,15898,1125,4748,128,6927
2021,6,DL,Delta Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",406,53,31.37,2.5,7.31,0,11.81,0,1,2020,1181,90,234,0,515
2021,6,DL,Delta Air Lines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",108,7,2.06,0,2,0,2.94,0,0,333,74,0,47,0,212
2021,6,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",56,8,2.67,0.45,1,0,3.88,0,0,650,448,13,19,0,170
2021,6,DL,Delta Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",120,22,9.75,0,8.46,0,3.79,0,0,1105,441,0,370,0,294
2021,6,DL,Delta Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",142,20,11.31,0.13,0.81,0,7.75,0,1,1244,685,7,56,0,496
2021,6,DL,Delta Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",151,12,7.62,0.91,0.59,0,2.88,0,0,438,277,32,27,0,102
2021,6,DL,Delta Air Lines Inc.,ONT,"Ontario, CA: Ontario International",106,19,8.67,1.75,2.2,0,6.38,0,0,779,382,89,96,0,212
2021,6,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",422,93,36.96,1.05,45.21,1.19,8.59,0,3,6261,2537,76,2829,75,744
2021,6,DL,Delta Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",199,30,21.71,0,1.77,0,6.52,0,1,1245,858,0,35,0,352
2021,6,DL,Delta Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",355,33,18.8,0,10.58,0,3.62,0,1,2117,1066,0,911,0,140
2021,6,DL,Delta Air Lines Inc.,PDX,"Portland, OR: Portland International",413,47,29.84,0,8.2,0,8.96,0,0,2449,1665,0,236,0,548
2021,6,DL,Delta Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",342,54,23.5,2.99,19.84,0,7.67,0,0,3307,1379,208,1284,0,436
2021,6,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",812,107,54.1,1.75,28.75,0,22.39,0,0,4401,2453,122,725,0,1101
2021,6,DL,Delta Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",174,14,7.03,1.23,3.07,0,2.67,0,0,606,355,37,68,0,146
2021,6,DL,Delta Air Lines Inc.,PNS,"Pensacola, FL: Pensacola International",236,25,14.01,1,6.27,0,3.72,0,0,1905,1503,22,192,0,188
2021,6,DL,Delta Air Lines Inc.,PSP,"Palm Springs, CA: Palm Springs International",30,3,0.88,0,1.89,0,0.24,0,0,135,72,0,54,0,9
2021,6,DL,Delta Air Lines Inc.,PVD,"Providence, RI: Theodore Francis Green State",72,14,9.66,1,2,0,1.34,0,0,674,476,47,102,0,49
2021,6,DL,Delta Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",60,13,8.03,0,3.23,0,1.74,0,0,609,309,0,225,0,75
2021,6,DL,Delta Air Lines Inc.,RAP,"Rapid City, SD: Rapid City Regional",49,10,4.35,0,5.65,0,0,0,1,321,161,0,160,0,0
2021,6,DL,Delta Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",780,108,53.56,6.13,24.83,0,23.47,1,1,5696,3033,386,897,0,1380
2021,6,DL,Delta Air Lines Inc.,RIC,"Richmond, VA: Richmond International",200,31,18.5,1,6.83,0,4.67,0,0,1226,780,80,211,0,155
2021,6,DL,Delta Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",86,16,9.87,0.36,3.13,0,2.64,0,0,1240,1061,9,84,0,86
2021,6,DL,Delta Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",88,6,3.45,0.57,1.71,0,0.27,0,0,186,107,20,52,0,7
2021,6,DL,Delta Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",597,90,33.34,2.49,30.26,1,22.91,0,0,5714,3537,231,1117,45,784
2021,6,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",554,62,40.16,4.84,13.45,0,3.55,1,0,3714,2964,231,316,0,203
2021,6,DL,Delta Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",392,57,26.25,1,15.53,0,14.22,0,0,3364,2008,25,539,0,792
2021,6,DL,Delta Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",246,36,19.74,1.41,8.96,0,5.9,0,0,1458,822,27,304,0,305
2021,6,DL,Delta Air Lines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",179,17,11.54,0,3,0,2.46,0,1,597,482,0,52,0,63
2021,6,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",2403,245,117.3,7.39,64.62,1,54.69,1,4,22261,13009,2606,2003,25,4618
2021,6,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",576,70,41.63,3.9,17.91,0.55,6,0,0,3155,2127,199,579,44,206
2021,6,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",90,19,14.07,0,2.54,0,2.39,0,0,1044,911,0,60,0,73
2021,6,DL,Delta Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",188,31,18.36,0,9.26,0,3.38,0,0,2099,1463,0,432,0,204
2021,6,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",4260,493,200.21,18.05,129.18,0,145.56,0,0,30375,16118,1467,4082,0,8708
2021,6,DL,Delta Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",252,39,23.26,1,5.91,0,8.83,0,1,1908,1274,118,152,0,364
2021,6,DL,Delta Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",222,23,15.66,3,2.51,0,1.83,0,0,1112,736,180,86,0,110
2021,6,DL,Delta Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",230,33,17.4,0.89,10.7,0,4.01,0,0,1154,719,63,270,0,102
2021,6,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",323,47,34.18,3.13,4.07,0,5.62,0,0,2284,1637,185,82,0,380
2021,6,DL,Delta Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",128,8,3.83,0,3.57,0,0.59,0,0,440,324,0,74,0,42
2021,6,DL,Delta Air Lines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",30,7,5.83,0,0.8,0,0.37,0,0,153,125,0,21,0,7
2021,6,DL,Delta Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",88,8,3.91,0.59,2.59,0,0.9,0,1,248,102,22,90,0,34
2021,6,DL,Delta Air Lines Inc.,TLH,"Tallahassee, FL: Tallahassee International",103,11,6.75,0.71,2.22,0,1.32,0,0,566,433,37,64,0,32
2021,6,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",996,174,83.5,10.18,50.04,1,29.28,0,12,9703,4759,697,2334,148,1765
2021,6,DL,Delta Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",86,9,5.49,1,2.1,0,0.41,0,0,303,228,23,45,0,7
2021,6,DL,Delta Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",80,12,7.55,0,1.09,0.78,2.57,0,0,509,311,0,48,18,132
2021,6,DL,Delta Air Lines Inc.,TVC,"Traverse City, MI: Cherry Capital",105,15,8.73,0.51,3.29,0,2.47,0,0,719,503,30,91,0,95
2021,6,DL,Delta Air Lines Inc.,TYS,"Knoxville, TN: McGhee Tyson",22,1,1,0,0,0,0,0,0,24,24,0,0,0,0
2021,6,DL,Delta Air Lines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",210,23,8.36,0,9.99,0,4.65,0,0,847,329,0,386,0,132
2021,6,F9,Frontier Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",13,3,0.16,0,2,0,0.84,0,0,136,13,0,54,0,69
2021,6,F9,Frontier Airlines Inc.,ALB,"Albany, NY: Albany International",21,7,2.42,0.84,2.91,0,0.83,0,0,353,85,57,172,0,39
2021,6,F9,Frontier Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",7,2,0,0,2,0,0,0,0,118,0,0,118,0,0
2021,6,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",515,154,56.07,8.15,35.7,0,54.08,8,0,11685,3337,777,2021,0,5550
2021,6,F9,Frontier Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",65,14,3.59,0.62,4.14,0,5.65,0,1,710,96,24,112,0,478
2021,6,F9,Frontier Airlines Inc.,BDL,"Hartford, CT: Bradley International",52,7,1.29,0,2.81,0,2.9,0,0,447,97,0,64,0,286
2021,6,F9,Frontier Airlines Inc.,BIL,"Billings, MT: Billings Logan International",12,4,0.85,0,1.29,0,1.87,0,0,720,210,0,81,0,429
2021,6,F9,Frontier Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",13,3,0.1,0,2.1,0,0.81,0,0,83,3,0,55,0,25
2021,6,F9,Frontier Airlines Inc.,BKG,"Branson, MO: Branson Airport",14,2,0.32,0,0.2,0,1.48,0,0,74,8,0,10,0,56
2021,6,F9,Frontier Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",11,1,0,0,1,0,0,0,0,16,0,0,16,0,0
2021,6,F9,Frontier Airlines Inc.,BNA,"Nashville, TN: Nashville International",66,16,5.71,1.24,5.3,0,3.75,2,0,1017,287,144,425,0,161
2021,6,F9,Frontier Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",8,2,0.13,0,1.11,0,0.77,0,0,114,5,0,71,0,38
2021,6,F9,Frontier Airlines Inc.,BOS,"Boston, MA: Logan International",53,11,6.24,0,4.53,0,0.22,0,0,624,375,0,245,0,4
2021,6,F9,Frontier Airlines Inc.,BTV,"Burlington, VT: Burlington International",8,2,0.22,0,0.29,0,1.49,0,0,128,11,0,15,0,102
2021,6,F9,Frontier Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",70,29,9.19,2.77,4.48,0,12.56,0,0,1607,355,206,250,0,796
2021,6,F9,Frontier Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",79,29,7.74,2.84,8.78,0,9.63,2,0,2411,579,323,573,0,936
2021,6,F9,Frontier Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",13,3,1.54,0,0.26,0,1.19,0,0,95,52,0,11,0,32
2021,6,F9,Frontier Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",30,7,4.26,0,1.54,0,1.21,0,1,618,301,0,171,0,146
2021,6,F9,Frontier Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",17,1,1,0,0,0,0,0,0,42,42,0,0,0,0
2021,6,F9,Frontier Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",264,101,36.63,3.12,37.78,0,23.47,3,0,5791,1960,503,1650,0,1678
2021,6,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",118,42,14.44,1.48,13.82,0,12.26,3,0,3498,1402,99,952,0,1045
2021,6,F9,Frontier Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",21,9,2.98,0.2,4.5,0,1.33,0,0,460,235,9,162,0,54
2021,6,F9,Frontier Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",60,8,1.95,0,3.18,0,2.86,0,0,519,248,0,90,0,181
2021,6,F9,Frontier Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",240,78,19.33,5.04,27.45,0,26.19,2,1,4244,993,291,1238,0,1722
2021,6,F9,Frontier Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",60,16,1.55,0,7.87,0,6.58,0,0,1603,129,0,629,0,845
2021,6,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",1980,456,112.64,12.03,174.3,0,157.02,20,7,34117,8122,1358,10405,0,14232
2021,6,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",226,50,13.4,2.09,20.32,0,14.2,5,0,3714,918,191,1348,0,1257
2021,6,F9,Frontier Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6,F9,Frontier Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",13,1,0.44,0,0.25,0,0.31,0,0,16,7,0,4,0,5
2021,6,F9,Frontier Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",90,28,13.65,2.89,5.56,0,5.89,0,0,1398,633,208,245,0,312
2021,6,F9,Frontier Airlines Inc.,ELP,"El Paso, TX: El Paso International",32,6,1.55,0,1.02,0,3.43,0,0,453,80,0,22,0,351
2021,6,F9,Frontier Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",212,92,32.43,6.48,32.7,0,20.39,1,1,8561,2880,636,2951,0,2094
2021,6,F9,Frontier Airlines Inc.,FAR,"Fargo, ND: Hector International",16,3,0.04,0.52,0.53,0,1.91,0,0,177,4,16,20,0,137
2021,6,F9,Frontier Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6,F9,Frontier Airlines Inc.,FCA,"Kalispell, MT: Glacier Park International",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6,F9,Frontier Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",14,3,1.14,0,0.82,0,1.05,0,0,310,170,0,71,0,69
2021,6,F9,Frontier Airlines Inc.,GEG,"Spokane, WA: Spokane International",19,4,0.81,0,2.37,0,0.83,1,0,178,80,0,65,0,33
2021,6,F9,Frontier Airlines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",10,2,0.25,0,0.08,0,1.67,0,0,146,16,0,8,0,122
2021,6,F9,Frontier Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",11,2,1,0,0,0,1,0,0,74,16,0,0,0,58
2021,6,F9,Frontier Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",34,8,1.65,2.13,3.3,0,0.92,0,0,800,58,162,438,0,142
2021,6,F9,Frontier Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",4,1,1,0,0,0,0,0,0,34,34,0,0,0,0
2021,6,F9,Frontier Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",11,3,0.35,0,1.39,0,1.26,2,0,64,8,0,25,0,31
2021,6,F9,Frontier Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",13,2,1.09,0,0.91,0,0,0,0,85,64,0,21,0,0
2021,6,F9,Frontier Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",113,22,6.56,0,7.91,0,7.53,1,0,1152,258,0,373,0,521
2021,6,F9,Frontier Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",18,5,1.27,0,1.28,0,2.45,0,0,377,115,0,52,0,210
2021,6,F9,Frontier Airlines Inc.,ILG,"Wilmington, DE: New Castle",12,3,1.8,0,0.95,0,0.24,0,0,134,84,0,33,0,17
2021,6,F9,Frontier Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",74,15,3.83,1.92,5.68,0,3.57,1,0,1308,218,143,334,0,613
2021,6,F9,Frontier Airlines Inc.,ISP,"Islip, NY: Long Island MacArthur",147,42,16.5,1.73,13.95,0,9.81,1,0,2551,879,65,803,0,804
2021,6,F9,Frontier Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",10,1,1,0,0,0,0,0,1,118,118,0,0,0,0
2021,6,F9,Frontier Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",8,4,1.28,0,1.8,0,0.92,0,0,129,57,0,52,0,20
2021,6,F9,Frontier Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",22,7,3.95,0,1.46,0,1.59,0,0,535,276,0,67,0,192
2021,6,F9,Frontier Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1074,315,82.43,8.17,116.71,0,107.69,14,1,20963,5525,703,5544,0,9191
2021,6,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",147,24,10.26,0,8.17,0,5.57,2,0,1559,798,0,291,0,470
2021,6,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",90,28,6.4,1.03,10.89,0,9.68,4,1,1894,450,50,800,0,594
2021,6,F9,Frontier Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",21,5,0.04,0,1.81,0,3.15,0,0,590,1,0,166,0,423
2021,6,F9,Frontier Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",30,13,4.66,0,5.3,0,3.05,1,0,853,169,0,218,0,466
2021,6,F9,Frontier Airlines Inc.,MCO,"Orlando, FL: Orlando International",1390,556,143.03,9.63,241.97,0,161.37,44,3,38473,10155,657,13763,0,13898
2021,6,F9,Frontier Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",8,3,1,0.6,1.4,0,0,0,0,307,196,58,53,0,0
2021,6,F9,Frontier Airlines Inc.,MEM,"Memphis, TN: Memphis International",35,12,4.58,0.87,3.69,0,2.86,1,0,761,380,79,128,0,174
2021,6,F9,Frontier Airlines Inc.,MIA,"Miami, FL: Miami International",551,189,51.82,9.44,59.92,0,67.82,11,1,15659,3754,682,4303,0,6920
2021,6,F9,Frontier Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",71,18,7.45,1.34,7.37,0,1.84,3,0,1590,493,114,581,0,402
2021,6,F9,Frontier Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",17,2,0,0,0,0,2,0,0,64,0,0,0,0,64
2021,6,F9,Frontier Airlines Inc.,MSO,"Missoula, MT: Missoula International",11,1,1,0,0,0,0,0,0,152,152,0,0,0,0
2021,6,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",46,6,2.4,0.73,2.1,0,0.77,0,1,464,136,33,72,0,223
2021,6,F9,Frontier Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",43,11,4.92,1.67,3.81,0,0.61,2,0,426,183,90,111,0,42
2021,6,F9,Frontier Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",84,26,8.53,0,8.76,0,8.7,2,0,1925,742,0,323,0,860
2021,6,F9,Frontier Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",58,10,3.36,0,2.88,0,3.76,0,0,400,132,0,171,0,97
2021,6,F9,Frontier Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",26,6,3.03,0,1.31,0,1.66,1,0,481,242,0,29,0,210
2021,6,F9,Frontier Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",30,5,0.84,0.89,1.45,0,1.81,0,0,227,22,93,58,0,54
2021,6,F9,Frontier Airlines Inc.,ONT,"Ontario, CA: Ontario International",157,35,13.7,2.41,5.4,0,13.49,0,0,2890,881,351,242,0,1416
2021,6,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",272,96,25.85,5.74,28.72,0,35.69,9,1,6756,1707,362,1618,0,3069
2021,6,F9,Frontier Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",22,5,1.38,0.37,2.78,0,0.46,0,0,298,45,46,138,0,69
2021,6,F9,Frontier Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",31,9,2.4,0,3.15,0,3.45,0,0,843,111,0,286,0,446
2021,6,F9,Frontier Airlines Inc.,PDX,"Portland, OR: Portland International",65,9,4.07,0,1.23,0,3.7,1,0,543,240,0,79,0,224
2021,6,F9,Frontier Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",601,230,60.82,9.4,82.12,0,77.67,16,0,20481,4844,1240,5366,0,9031
2021,6,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",400,89,29.21,3.4,16.07,0,40.33,6,0,5596,1580,367,835,0,2814
2021,6,F9,Frontier Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",17,5,1.88,0.14,0.99,0,1.99,0,0,423,99,25,96,0,203
2021,6,F9,Frontier Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",21,6,3.64,0,2.36,0,0,0,0,252,131,0,121,0,0
2021,6,F9,Frontier Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",60,14,3.65,3.04,3.34,0,3.97,3,0,937,176,190,166,0,405
2021,6,F9,Frontier Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",42,10,5.45,0.51,2.59,0,1.44,0,0,687,313,44,249,0,81
2021,6,F9,Frontier Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",214,59,22.73,0.31,15.88,0,20.08,1,0,4215,1786,24,856,0,1549
2021,6,F9,Frontier Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",27,9,2.27,0,2.77,0,3.96,0,0,395,71,0,60,0,264
2021,6,F9,Frontier Airlines Inc.,ROC,"Rochester, NY: Greater Rochester International",13,4,0.56,0,0.62,0,2.82,0,0,263,50,0,45,0,168
2021,6,F9,Frontier Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",197,56,13.51,2.37,20.86,0,19.26,3,1,3267,858,85,1038,0,1286
2021,6,F9,Frontier Airlines Inc.,SAN,"San Diego, CA: San Diego International",128,18,8.24,1.41,4.18,0,4.17,2,0,846,411,41,146,0,248
2021,6,F9,Frontier Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",49,12,4.64,0.04,3.62,0,3.69,3,0,845,417,5,196,0,227
2021,6,F9,Frontier Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",8,3,1.46,0,0.84,0,0.7,1,0,109,50,0,24,0,35
2021,6,F9,Frontier Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",26,2,0.91,0.24,0.8,0,0.05,0,0,306,101,47,153,0,5
2021,6,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",65,12,3.17,0,5.82,0,3.01,1,0,764,134,0,208,0,422
2021,6,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",152,25,5.9,0,7.31,0,11.79,3,0,1551,485,0,364,0,702
2021,6,F9,Frontier Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",14,2,1.23,0,0.18,0,0.59,0,0,290,144,0,11,0,135
